기업명,연도,매출액,영업이익,보고서유형
보령,2019,246003930415.0,20820087485.0,반기보고서
보령,2019,278264739683.0,18243701211.0,사업보고서
보령,2020,268709685257.0,23095177533.0,반기보고서
보령,2020,293156907194.0,16891133268.0,사업보고서
보령,2021,294193586090.0,17261312659.0,반기보고서
보령,2021,333085803963.0,24186915655.0,사업보고서
보령,2022,361084023050.0,30800584973.0,반기보고서
보령,2022,399391821643.0,25802292337.0,사업보고서
보령,2023,420070858474.0,35033962206.0,반기보고서
보령,2023,439554727293.0,33233058407.0,사업보고서
보령,2024,489162845824.0,36467475038.0,반기보고서
보령,2024,527943824618.0,34004752223.0,사업보고서
보해양조,2016,63402246051.0,-1896345743.0,반기보고서
보해양조,2016,52120096081.0,-4135293198.0,사업보고서
보해양조,2017,50493580289.0,1358651132.0,반기보고서
보해양조,2017,49072834001.0,716946414.0,사업보고서
보해양조,2018,37742550598.0,-8886626125.0,반기보고서
보해양조,2018,44261841296.0,-2097378341.0,사업보고서
보해양조,2019,37724446101.0,924100045.0,반기보고서
보해양조,2019,38286758918.0,-16281810552.0,사업보고서
보해양조,2020,38255546494.0,591687945.0,반기보고서
보해양조,2020,40308258046.0,1155816833.0,사업보고서
보해양조,2021,43050392490.0,1915600576.0,반기보고서
보해양조,2021,40698518300.0,-861863504.0,사업보고서
보해양조,2022,40875391287.0,283742430.0,반기보고서
보해양조,2022,49983389623.0,-221861729.0,사업보고서
보해양조,2023,43593240938.0,-2171219682.0,반기보고서
보해양조,2023,49491544206.0,-632482251.0,사업보고서
보해양조,2024,45367910768.0,1850819100.0,반기보고서
보해양조,2024,42256338175.0,449837554.0,사업보고서
부광약품,2016,70740362187.0,8233243788.0,반기보고서
부광약품,2016,67877231595.0,305864415.0,사업보고서
부광약품,2017,72797522789.0,3173941042.0,반기보고서
부광약품,2017,77945930997.0,4501986674.0,사업보고서
부광약품,2018,75785526342.0,5372036138.0,반기보고서
부광약품,2018,118437992061.0,29754763600.0,사업보고서
부광약품,2019,77069085293.0,5499285122.0,반기보고서
부광약품,2019,91124530767.0,4038141599.0,사업보고서
부광약품,2020,79844320209.0,1796356814.0,반기보고서
부광약품,2020,89815433299.0,2231793192.0,사업보고서
부광약품,2021,80721612359.0,-2728530434.0,반기보고서
부광약품,2021,101769609108.0,8350411375.0,사업보고서
부광약품,2022,79782219465.0,-2541034762.0,반기보고서
부광약품,2022,111127145065.0,2310399164.0,사업보고서
부광약품,2023,80654423798.0,-5581294912.0,반기보고서
부광약품,2023,45273816973.0,-31915465091.0,사업보고서
부광약품,2024,71308800134.0,-3514338462.0,반기보고서
부광약품,2024,88778069973.0,5131999886.0,사업보고서
부국증권,2023,,,사업보고서
부국증권,2024,353833315821.0,,반기보고서
부국증권,2024,425341660161.0,,사업보고서
부국철강,2016,72632010622.0,2161537878.0,반기보고서
부국철강,2016,67543181728.0,421768074.0,사업보고서
부국철강,2017,70219988167.0,1132649066.0,반기보고서
부국철강,2017,75898536621.0,169779390.0,사업보고서
부국철강,2018,73224149211.0,904673757.0,반기보고서
부국철강,2018,69128744799.0,18590088.0,사업보고서
부국철강,2019,67958435057.0,602052061.0,반기보고서
부국철강,2019,64305711245.0,-286456738.0,사업보고서
부국철강,2020,64535881822.0,631496460.0,반기보고서
부국철강,2020,74394101201.0,1157204149.0,사업보고서
부국철강,2021,96325256262.0,6384684392.0,반기보고서
부국철강,2021,99408966426.0,1670890692.0,사업보고서
부국철강,2022,105824725534.0,6308971963.0,반기보고서
부국철강,2022,103902610335.0,-386665996.0,사업보고서
부국철강,2023,104666163692.0,2771839885.0,반기보고서
부국철강,2023,86768375735.0,-355451283.0,사업보고서
부국철강,2024,95498101021.0,1210378570.0,반기보고서
부국철강,2024,86320372570.0,-1114776406.0,사업보고서
부산산업,2016,52123298203.0,5313341300.0,반기보고서
부산산업,2016,70823432066.0,7649452633.0,사업보고서
부산산업,2017,59279064781.0,2126970857.0,반기보고서
부산산업,2017,58507998827.0,4635522420.0,사업보고서
부산산업,2018,56332394311.0,2635031620.0,반기보고서
부산산업,2018,63067553624.0,1910167799.0,사업보고서
부산산업,2019,67386799274.0,5056661439.0,반기보고서
부산산업,2019,73576063745.0,3589934505.0,사업보고서
부산산업,2020,47770100084.0,2788896481.0,반기보고서
부산산업,2020,67867459037.0,2748462799.0,사업보고서
부산산업,2021,55667352581.0,1592360070.0,반기보고서
부산산업,2021,72347619785.0,-1194592970.0,사업보고서
부산산업,2022,71934773949.0,1886363766.0,반기보고서
부산산업,2022,80675429190.0,3373012815.0,사업보고서
부산산업,2023,70299711878.0,3839858124.0,반기보고서
부산산업,2023,70183712016.0,3311302857.0,사업보고서
부산산업,2024,55321392511.0,1651974273.0,반기보고서
부산산업,2024,68784572198.0,1704805909.0,사업보고서
부산주공,2016,94720913307.0,-157569675.0,반기보고서
부산주공,2016,84868176933.0,-5702169831.0,사업보고서
부산주공,2017,98724066951.0,703687647.0,반기보고서
부산주공,2017,91971679222.0,-3051242288.0,사업보고서
부산주공,2018,99419676423.0,-340657035.0,반기보고서
부산주공,2018,104409264726.0,-6518607555.0,사업보고서
부산주공,2019,109026669167.0,309900846.0,반기보고서
부산주공,2019,95570675991.0,-9236603038.0,사업보고서
부산주공,2020,64791506492.0,-4425626860.0,반기보고서
부산주공,2020,87933152400.0,-82434829.0,사업보고서
부산주공,2021,89723842759.0,-2910405828.0,반기보고서
부산주공,2021,97102972949.0,-6436536471.0,사업보고서
부산주공,2022,114055566564.0,-2647401181.0,반기보고서
부산주공,2022,116493889188.0,-3815859475.0,사업보고서
부산주공,2023,119825526352.0,-329331839.0,반기보고서
부산주공,2023,121895102759.0,693700978.0,사업보고서
부산주공,2024,116469106012.0,2092317123.0,반기보고서
부산주공,2024,96561074067.0,5242098088.0,사업보고서
블루산업개발,2016,40099683041.0,-1002631438.0,반기보고서
블루산업개발,2016,47403852186.0,1788196153.0,사업보고서
블루산업개발,2017,49751422775.0,484341452.0,반기보고서
블루산업개발,2017,55309415939.0,2806250142.0,사업보고서
블루산업개발,2018,55679163654.0,10046347147.0,반기보고서
블루산업개발,2018,55541201769.0,8036016920.0,사업보고서
블루산업개발,2019,51080926524.0,5396299687.0,반기보고서
블루산업개발,2019,48592643789.0,5480942081.0,사업보고서
블루산업개발,2020,45804906798.0,6774883480.0,반기보고서
블루산업개발,2020,52350278118.0,3439290185.0,사업보고서
블루산업개발,2021,59917083269.0,6216601486.0,반기보고서
블루산업개발,2021,60695428280.0,1881894738.0,사업보고서
블루산업개발,2022,56691105462.0,4745672874.0,반기보고서
블루산업개발,2022,48757933402.0,3058338372.0,사업보고서
블루산업개발,2023,40857719902.0,-615241748.0,반기보고서
블루산업개발,2023,41710304573.0,-2377238377.0,사업보고서
블루산업개발,2024,43997514344.0,-5641378852.0,반기보고서
블루산업개발,2024,44115375696.0,-8221747562.0,사업보고서
비비안,2016,98926448459.0,-2011474768.0,반기보고서
비비안,2016,108568820208.0,42616069.0,사업보고서
비비안,2017,101571731177.0,-305033118.0,반기보고서
비비안,2017,113600990082.0,-1208069290.0,사업보고서
비비안,2018,108938206487.0,-1157739580.0,반기보고서
비비안,2018,102454323775.0,-3360561918.0,사업보고서
비비안,2019,102308841161.0,1051112548.0,반기보고서
비비안,2019,97780348532.0,-1516164717.0,사업보고서
비비안,2020,96557823928.0,-372708978.0,반기보고서
비비안,2020,86743315581.0,2384275889.0,사업보고서
비비안,2021,100110554591.0,1393221572.0,반기보고서
비비안,2021,87752866635.0,25914927.0,사업보고서
비비안,2022,114912664129.0,2673838131.0,반기보고서
비비안,2022,98139492862.0,3038872529.0,사업보고서
비비안,2023,119850410678.0,4153111990.0,반기보고서
비비안,2023,97447610047.0,706496020.0,사업보고서
비비안,2024,124961776616.0,3019564139.0,반기보고서
비비안,2024,110259125567.0,-1339046152.0,사업보고서
비상교육,2016,59163310861.0,5791037715.0,반기보고서
비상교육,2016,84708934995.0,29668460856.0,사업보고서
비상교육,2017,56272025575.0,4990303842.0,반기보고서
비상교육,2017,89363778486.0,20767492110.0,사업보고서
비상교육,2018,61374658327.0,-11053237866.0,반기보고서
비상교육,2018,100546873715.0,21385107458.0,사업보고서
비상교육,2019,74520709814.0,200181238.0,반기보고서
비상교육,2019,124865523582.0,21737016884.0,사업보고서
비상교육,2020,66524404161.0,-21096887747.0,반기보고서
비상교육,2020,105789365493.0,6240099281.0,사업보고서
비상교육,2021,98845198358.0,2680120431.0,반기보고서
비상교육,2021,116728615536.0,5062224425.0,사업보고서
비상교육,2022,114912840656.0,711396598.0,반기보고서
비상교육,2022,138115798634.0,2835054602.0,사업보고서
비상교육,2023,114651064322.0,-13148206164.0,반기보고서
비상교육,2023,137720327349.0,7337243369.0,사업보고서
비상교육,2024,112189684705.0,4764367.0,반기보고서
비상교육,2024,134270461216.0,10217404969.0,사업보고서
빙그레,2016,400441845270.0,14682194903.0,반기보고서
빙그레,2016,412724261393.0,22553651179.0,사업보고서
빙그레,2017,420643236653.0,15772973854.0,반기보고서
빙그레,2017,436811256554.0,18935362315.0,사업보고서
빙그레,2018,411792021090.0,24681932015.0,반기보고서
빙그레,2018,443370950527.0,14647682661.0,사업보고서
빙그레,2019,426718570155.0,26829941683.0,반기보고서
빙그레,2019,451615689355.0,18952206661.0,사업보고서
빙그레,2020,462129262033.0,33151514326.0,반기보고서
빙그레,2020,497000227571.0,6695901962.0,사업보고서
빙그레,2021,558605557812.0,19528678977.0,반기보고서
빙그레,2021,588829560813.0,6715240378.0,사업보고서
빙그레,2022,620129688084.0,22661488344.0,반기보고서
빙그레,2022,647556134589.0,16746166924.0,사업보고서
빙그레,2023,682236739937.0,58992659392.0,반기보고서
빙그레,2023,712079642466.0,53252558808.0,사업보고서
빙그레,2024,708318533195.0,65967565579.0,반기보고서
빙그레,2024,754722724910.0,65308226609.0,사업보고서
사조대림,2016,447258138917.0,10032506876.0,반기보고서
사조대림,2016,506291473617.0,26411366741.0,사업보고서
사조대림,2017,477996126675.0,21434287598.0,반기보고서
사조대림,2017,509443347185.0,33931723021.0,사업보고서
사조대림,2018,452249221930.0,24326786329.0,반기보고서
사조대림,2018,484861690823.0,11930548210.0,사업보고서
사조대림,2019,500210520590.0,13388945782.0,반기보고서
사조대림,2019,829495134659.0,36177736001.0,사업보고서
사조대림,2020,823985915648.0,18777214638.0,반기보고서
사조대림,2020,894118146520.0,30642848865.0,사업보고서
사조대림,2021,876413885156.0,49331516348.0,반기보고서
사조대림,2021,937280857769.0,52923747679.0,사업보고서
사조대림,2022,978231261654.0,57140859701.0,반기보고서
사조대림,2022,1040521437025.0,40511375040.0,사업보고서
사조대림,2023,1010824223783.0,64548174060.0,반기보고서
사조대림,2023,1052250431903.0,64088992318.0,사업보고서
사조대림,2024,1179604882077.0,76280089224.0,반기보고서
사조대림,2024,1463351392419.0,56736846388.0,사업보고서
사조동아원,2016,200699486326.0,9972166545.0,반기보고서
사조동아원,2016,213899158421.0,16540596718.0,사업보고서
사조동아원,2017,186922902569.0,11025619952.0,반기보고서
사조동아원,2017,208182155484.0,18256230669.0,사업보고서
사조동아원,2018,211496701069.0,12503789512.0,반기보고서
사조동아원,2018,210981851231.0,13298578235.0,사업보고서
사조동아원,2019,206934699557.0,8565222830.0,반기보고서
사조동아원,2019,205291294344.0,3889256860.0,사업보고서
사조동아원,2020,195168781101.0,9747227312.0,반기보고서
사조동아원,2020,201046885551.0,6891553419.0,사업보고서
사조동아원,2021,200207080728.0,12154602209.0,반기보고서
사조동아원,2021,211932480037.0,6955498892.0,사업보고서
사조동아원,2022,286708732596.0,13099711962.0,반기보고서
사조동아원,2022,344858500591.0,2151412143.0,사업보고서
사조동아원,2023,339977260893.0,14761266393.0,반기보고서
사조동아원,2023,338520625999.0,23875473960.0,사업보고서
사조동아원,2024,341988752389.0,28332036219.0,반기보고서
사조동아원,2024,336160491985.0,21689165153.0,사업보고서
사조산업,2016,313824304310.0,20146301441.0,반기보고서
사조산업,2016,388288293507.0,29097196822.0,사업보고서
사조산업,2017,370922795223.0,26750753794.0,반기보고서
사조산업,2017,445104411478.0,32366873200.0,사업보고서
사조산업,2018,377543718869.0,34373388818.0,반기보고서
사조산업,2018,404546868363.0,19926019287.0,사업보고서
사조산업,2019,384534439064.0,21183271719.0,반기보고서
사조산업,2019,350893803680.0,-2948028747.0,사업보고서
사조산업,2020,290855587352.0,11301484384.0,반기보고서
사조산업,2020,331071832601.0,10615630613.0,사업보고서
사조산업,2021,266549180744.0,20858760236.0,반기보고서
사조산업,2021,323844583432.0,28378705943.0,사업보고서
사조산업,2022,317297007656.0,35570100645.0,반기보고서
사조산업,2022,343689311086.0,19603453794.0,사업보고서
사조산업,2023,306537361664.0,-3222141847.0,반기보고서
사조산업,2023,325702913963.0,-20689861623.0,사업보고서
사조산업,2024,307318813122.0,9171417439.0,반기보고서
사조산업,2024,327881847320.0,-18549885515.0,사업보고서
사조씨푸드,2016,157949011172.0,7897569904.0,반기보고서
사조씨푸드,2016,165448142249.0,7552728656.0,사업보고서
사조씨푸드,2017,179433042192.0,8007423727.0,반기보고서
사조씨푸드,2017,198783762106.0,7788780994.0,사업보고서
사조씨푸드,2018,199145687290.0,10387044353.0,반기보고서
사조씨푸드,2018,197981314397.0,6787893522.0,사업보고서
사조씨푸드,2019,203227046469.0,8783013110.0,반기보고서
사조씨푸드,2019,145646251799.0,942104691.0,사업보고서
사조씨푸드,2020,114230542890.0,4943006890.0,반기보고서
사조씨푸드,2020,100226421502.0,5841104103.0,사업보고서
사조씨푸드,2021,87090010261.0,6886675551.0,반기보고서
사조씨푸드,2021,87524920032.0,7117637798.0,사업보고서
사조씨푸드,2022,103682464907.0,9251466931.0,반기보고서
사조씨푸드,2022,97433704984.0,4333026389.0,사업보고서
사조씨푸드,2023,87130378973.0,-13888811214.0,반기보고서
사조씨푸드,2023,88893486630.0,-20960659789.0,사업보고서
사조씨푸드,2024,92211172292.0,5019268844.0,반기보고서
사조씨푸드,2024,96070636286.0,4501614590.0,사업보고서
사조오양,2016,122250324267.0,9660942230.0,반기보고서
사조오양,2016,156854457605.0,12701792948.0,사업보고서
사조오양,2017,140224892838.0,10415332427.0,반기보고서
사조오양,2017,169961868383.0,13757681821.0,사업보고서
사조오양,2018,141619122504.0,11375070946.0,반기보고서
사조오양,2018,154526636376.0,1110169949.0,사업보고서
사조오양,2019,142005205219.0,7088358171.0,반기보고서
사조오양,2019,171590634371.0,15525117239.0,사업보고서
사조오양,2020,154685791884.0,11514921690.0,반기보고서
사조오양,2020,172935393609.0,15210121206.0,사업보고서
사조오양,2021,157393196085.0,14065235311.0,반기보고서
사조오양,2021,171488582475.0,6328094544.0,사업보고서
사조오양,2022,162056911258.0,10015815580.0,반기보고서
사조오양,2022,207068295960.0,185207342.0,사업보고서
사조오양,2023,180023032660.0,10698280295.0,반기보고서
사조오양,2023,211514718660.0,5584060151.0,사업보고서
사조오양,2024,190389283760.0,9956596216.0,반기보고서
사조오양,2024,210307554220.0,10941963271.0,사업보고서
삼부토건,2016,198298030911.0,-13601608192.0,반기보고서
삼부토건,2016,192039392080.0,-21504317051.0,사업보고서
삼부토건,2017,177559420231.0,-2504841692.0,반기보고서
삼부토건,2017,102864362010.0,-16847932618.0,사업보고서
삼부토건,2018,85039051679.0,-3943375746.0,반기보고서
삼부토건,2018,92388175344.0,-5426123789.0,사업보고서
삼부토건,2019,85177034279.0,1958103358.0,반기보고서
삼부토건,2019,141110293791.0,2999388730.0,사업보고서
삼부토건,2020,173723851327.0,2919600202.0,반기보고서
삼부토건,2020,205638394288.0,-10769189058.0,사업보고서
삼부토건,2021,170393865024.0,2351748473.0,반기보고서
삼부토건,2021,186654074581.0,-6704871010.0,사업보고서
삼부토건,2022,197843409394.0,1734197989.0,반기보고서
삼부토건,2022,238449099328.0,-83612189375.0,사업보고서
삼부토건,2023,332188387743.0,-6662014792.0,반기보고서
삼부토건,2023,242787299330.0,-71489979403.0,사업보고서
삼부토건,2024,204521413350.0,-40971570747.0,반기보고서
삼부토건,2024,257904333072.0,-71606173522.0,사업보고서
삼성E&A,2016,3354132176516.0,30143381585.0,반기보고서
삼성E&A,2016,3656409476322.0,41020583799.0,사업보고서
삼성E&A,2017,2974897803323.0,24767366283.0,반기보고서
삼성E&A,2017,2538548832241.0,-3051384970.0,사업보고서
삼성E&A,2018,2566127644216.0,65100898928.0,반기보고서
삼성E&A,2018,2900830159076.0,131295425742.0,사업보고서
삼성E&A,2019,2977022074849.0,219017718239.0,반기보고서
삼성E&A,2019,3415036378537.0,203699778428.0,사업보고서
삼성E&A,2020,3266777061437.0,171296374462.0,반기보고서
삼성E&A,2020,3482397083686.0,189886297909.0,사업보고서
삼성E&A,2021,3226587604780.0,257557806049.0,반기보고서
삼성E&A,2021,4260108516397.0,245731001298.0,사업보고서
삼성E&A,2022,4656774216792.0,327859497845.0,반기보고서
삼성E&A,2022,5397570408394.0,375083496343.0,사업보고서
삼성E&A,2023,5319339215137.0,569836969184.0,반기보고서
삼성E&A,2023,5305578778458.0,423291897004.0,사업보고서
삼성E&A,2024,5071011445730.0,471922595217.0,반기보고서
삼성E&A,2024,4895539898747.0,499689090800.0,사업보고서
삼성SDI,2016,2607947403277.0,-757923753202.0,반기보고서
삼성SDI,2016,2592875106936.0,-168408880790.0,사업보고서
삼성SDI,2017,2759089906210.0,-61860397499.0,반기보고서
삼성SDI,2017,3562471015759.0,178755184017.0,사업보고서
삼성SDI,2018,4156829880072.0,224770558454.0,반기보고서
삼성SDI,2018,5001442574873.0,490200047697.0,사업보고서
삼성SDI,2019,4708569564104.0,276095835991.0,반기보고서
삼성SDI,2019,5388856600028.0,186080626278.0,사업보고서
삼성SDI,2020,4956144040656.0,157785667166.0,반기보고서
삼성SDI,2020,6338626405379.0,513549691258.0,사업보고서
삼성SDI,2021,6297480772441.0,428373751492.0,반기보고서
삼성SDI,2021,7255739476355.0,639201849005.0,사업보고서
삼성SDI,2022,8790200075657.0,751326767500.0,반기보고서
삼성SDI,2022,11333869440197.0,1056686245702.0,사업보고서
삼성SDI,2023,11195427189031.0,825577523630.0,반기보고서
삼성SDI,2023,11512873309602.0,807791441138.0,사업보고서
삼성SDI,2024,9581027891101.0,547601702668.0,반기보고서
삼성SDI,2024,7011220993287.0,-184297239405.0,사업보고서
삼성공조,2016,42117803361.0,1143456974.0,반기보고서
삼성공조,2016,42557838462.0,719522630.0,사업보고서
삼성공조,2017,47609407696.0,3487472734.0,반기보고서
삼성공조,2017,44148541888.0,777342984.0,사업보고서
삼성공조,2018,41463808494.0,791472698.0,반기보고서
삼성공조,2018,39397242115.0,-1921270707.0,사업보고서
삼성공조,2019,40283395711.0,-385373649.0,반기보고서
삼성공조,2019,34943299280.0,-3695057151.0,사업보고서
삼성공조,2020,32608531665.0,-1058560307.0,반기보고서
삼성공조,2020,31159937296.0,-241373914.0,사업보고서
삼성공조,2021,39136858868.0,-203707992.0,반기보고서
삼성공조,2021,40441576286.0,1374405400.0,사업보고서
삼성공조,2022,44651383314.0,2213227482.0,반기보고서
삼성공조,2022,51093970656.0,6524237695.0,사업보고서
삼성공조,2023,67426198458.0,4061329871.0,반기보고서
삼성공조,2023,58464638496.0,1378000901.0,사업보고서
삼성공조,2024,60005978449.0,4362071277.0,반기보고서
삼성공조,2024,55766526382.0,2119381643.0,사업보고서
삼성생명,2023,,,사업보고서
삼성생명,2024,,,반기보고서
삼성생명,2024,,,사업보고서
삼성전기,2016,3220720126266.0,58087176448.0,반기보고서
삼성전기,2016,2812320337709.0,-33687659514.0,사업보고서
삼성전기,2017,3280346004181.0,96210007062.0,반기보고서
삼성전기,2017,3558128129218.0,209993421500.0,사업보고서
삼성전기,2018,3828545239169.0,360816366907.0,반기보고서
삼성전기,2018,4364478013825.0,657236432679.0,사업보고서
삼성전기,2019,4082032049162.0,387682910242.0,반기보고서
삼성전기,2019,3958785596625.0,346285932218.0,사업보고서
삼성전기,2020,4036676734310.0,260555358087.0,반기보고서
삼성전기,2020,4172061573701.0,568575320190.0,사업보고서
삼성전기,2021,4847454013143.0,670814519014.0,반기보고서
삼성전기,2021,4827582114583.0,816058314790.0,사업보고서
삼성전기,2022,5072372346699.0,770636116065.0,반기보고서
삼성전기,2022,4352179521328.0,412199808206.0,사업보고서
삼성전기,2023,4242285608616.0,345018012636.0,반기보고서
삼성전기,2023,4667162875299.0,294405724484.0,사업보고서
삼성전기,2024,5204421083759.0,388417366342.0,반기보고서
삼성전기,2024,5089681892676.0,346588490653.0,사업보고서
삼성전자,2016,100719372000000.0,14819762000000.0,반기보고서
삼성전자,2016,101147373000000.0,14420910000000.0,사업보고서
삼성전자,2017,111548063000000.0,23964908000000.0,반기보고서
삼성전자,2017,128027313000000.0,29680130000000.0,사업보고서
삼성전자,2018,119046372000000.0,30511205000000.0,반기보고서
삼성전자,2018,124725043000000.0,28375464000000.0,사업보고서
삼성전자,2019,108512650000000.0,12830347000000.0,반기보고서
삼성전자,2019,121888231000000.0,14938162000000.0,사업보고서
삼성전자,2020,108291320000000.0,14593637000000.0,반기보고서
삼성전자,2020,128515668000000.0,21400239000000.0,사업보고서
삼성전자,2021,129060088000000.0,21949613000000.0,반기보고서
삼성전자,2021,150544711000000.0,29684243000000.0,사업보고서
삼성전자,2022,154985105000000.0,28218454000000.0,반기보고서
삼성전자,2022,147246255000000.0,15158176000000.0,사업보고서
삼성전자,2023,123750904000000.0,1308725000000.0,반기보고서
삼성전자,2023,135184590000000.0,5258251000000.0,사업보고서
삼성전자,2024,145983903000000.0,17049887000000.0,반기보고서
삼성전자,2024,154887000000000.0,15676074000000.0,사업보고서
삼성제약,2016,22916154115.0,-2506172810.0,반기보고서
삼성제약,2016,25307275749.0,-7082038917.0,사업보고서
삼성제약,2017,24925273199.0,-2590098410.0,반기보고서
삼성제약,2017,16994195622.0,-4290127699.0,사업보고서
삼성제약,2018,24708320817.0,98714127.0,반기보고서
삼성제약,2018,21775328202.0,-4882366159.0,사업보고서
삼성제약,2019,21664862821.0,-2500379151.0,반기보고서
삼성제약,2019,22901500390.0,-3971042738.0,사업보고서
삼성제약,2020,25590086968.0,-4866185067.0,반기보고서
삼성제약,2020,22679085272.0,-5177955514.0,사업보고서
삼성제약,2021,30416366749.0,-5264623626.0,반기보고서
삼성제약,2021,24484763473.0,-12875207635.0,사업보고서
삼성제약,2022,23813368425.0,-6390471144.0,반기보고서
삼성제약,2022,28018865433.0,-7570705849.0,사업보고서
삼성제약,2023,28217134854.0,-9432428975.0,반기보고서
삼성제약,2023,23737903106.0,-8604640732.0,사업보고서
삼성제약,2024,22747774822.0,-8329968052.0,반기보고서
삼성제약,2024,21546456203.0,-6498972100.0,사업보고서
삼성중공업,2016,5250880763941.0,-277638195772.0,반기보고서
삼성중공업,2016,5163307876227.0,130438680204.0,사업보고서
삼성중공업,2017,4736685968693.0,48064934332.0,반기보고서
삼성중공업,2017,3164549185888.0,-572228727941.0,사업보고서
삼성중공업,2018,2587414513928.0,-148342702012.0,반기보고서
삼성중공업,2018,2677705033313.0,-260909427657.0,사업보고서
삼성중공업,2019,3227867115898.0,-89644982990.0,반기보고서
삼성중공업,2019,4121788919716.0,-526940540288.0,사업보고서
삼성중공업,2020,3518140805302.0,-755571149164.0,반기보고서
삼성중공업,2020,3342176837194.0,-298572873936.0,사업보고서
삼성중공업,2021,3290093478204.0,-944669062810.0,반기보고서
삼성중공업,2021,3331908009122.0,-367287111212.0,사업보고서
삼성중공업,2022,2909992283785.0,-350650231526.0,반기보고서
삼성중공업,2022,3034675168500.0,-503770719290.0,사업보고서
삼성중공업,2023,3550838543133.0,78471400330.0,반기보고서
삼성중공업,2023,4458591368975.0,154873367712.0,사업보고서
삼성중공업,2024,4879750542446.0,208595878050.0,반기보고서
삼성중공업,2024,5023327377018.0,294102805038.0,사업보고서
삼성증권,2023,,,사업보고서
삼성증권,2024,,,반기보고서
삼성증권,2024,,,사업보고서
삼성출판사,2016,79963187598.0,5329131672.0,반기보고서
삼성출판사,2016,83337060009.0,6905685908.0,사업보고서
삼성출판사,2017,84572187786.0,4493118606.0,반기보고서
삼성출판사,2017,92007451480.0,6515386393.0,사업보고서
삼성출판사,2018,86647882914.0,1977916138.0,반기보고서
삼성출판사,2018,99417600312.0,1332914249.0,사업보고서
삼성출판사,2019,97567802324.0,286327872.0,반기보고서
삼성출판사,2019,104475571205.0,4511647292.0,사업보고서
삼성출판사,2020,86370948740.0,-1050982790.0,반기보고서
삼성출판사,2020,80735227238.0,-3457270945.0,사업보고서
삼성출판사,2021,84311596583.0,-1165907681.0,반기보고서
삼성출판사,2021,103167943564.0,9162911696.0,사업보고서
삼성출판사,2022,25163915859.0,-674345032.0,반기보고서
삼성출판사,2022,26501781559.0,-226589231.0,사업보고서
삼성출판사,2023,24589661858.0,-588405117.0,반기보고서
삼성출판사,2023,17215920786.0,-723539757.0,사업보고서
삼성출판사,2024,20071781561.0,-645148552.0,반기보고서
삼성출판사,2024,20494105529.0,463766578.0,사업보고서
삼성카드,2023,,,사업보고서
삼성카드,2024,2195699505154.0,,반기보고서
삼성카드,2024,2187510183257.0,,사업보고서
삼성화재해상보험,2023,,,사업보고서
삼성화재해상보험,2024,,,반기보고서
삼성화재해상보험,2024,,,사업보고서
삼아알미늄,2016,65235585159.0,1680487439.0,반기보고서
삼아알미늄,2016,64038311721.0,1909992664.0,사업보고서
삼아알미늄,2017,65536154283.0,1571224151.0,반기보고서
삼아알미늄,2017,71322566205.0,1887110371.0,사업보고서
삼아알미늄,2018,79473127258.0,2469699629.0,반기보고서
삼아알미늄,2018,91845721447.0,3059943670.0,사업보고서
삼아알미늄,2019,98741587976.0,3669930711.0,반기보고서
삼아알미늄,2019,92382606342.0,2770988095.0,사업보고서
삼아알미늄,2020,96146410709.0,3870252052.0,반기보고서
삼아알미늄,2020,100867066082.0,3510260489.0,사업보고서
삼아알미늄,2021,119574051984.0,7037473069.0,반기보고서
삼아알미늄,2021,133391472560.0,8409670023.0,사업보고서
삼아알미늄,2022,156230671805.0,9844699016.0,반기보고서
삼아알미늄,2022,155825211616.0,12726352694.0,사업보고서
삼아알미늄,2023,137932372472.0,3787363292.0,반기보고서
삼아알미늄,2023,130091047965.0,-16772560.0,사업보고서
삼아알미늄,2024,131864188259.0,-1232652089.0,반기보고서
삼아알미늄,2024,119869149387.0,-8357908932.0,사업보고서
삼양사,2016,1007125000000.0,95273000000.0,반기보고서
삼양사,2016,993760000000.0,52062000000.0,사업보고서
삼양사,2017,1001933000000.0,41549000000.0,반기보고서
삼양사,2017,1039242000000.0,47336000000.0,사업보고서
삼양사,2018,1042635000000.0,70203000000.0,반기보고서
삼양사,2018,1081174000000.0,26764000000.0,사업보고서
삼양사,2019,1022214000000.0,41935000000.0,반기보고서
삼양사,2019,1074173000000.0,39629000000.0,사업보고서
삼양사,2020,989189000000.0,53884000000.0,반기보고서
삼양사,2020,1062578000000.0,57689000000.0,사업보고서
삼양사,2021,1145021000000.0,65014000000.0,반기보고서
삼양사,2021,1239433000000.0,17539000000.0,사업보고서
삼양사,2022,1321768000000.0,45659000000.0,반기보고서
삼양사,2022,1330671000000.0,36357000000.0,사업보고서
삼양사,2023,1350867000000.0,54910000000.0,반기보고서
삼양사,2023,1300572171359.0,58289757649.0,사업보고서
삼양사,2024,1366794561175.0,82717949712.0,반기보고서
삼양사,2024,1305026900450.0,50805173181.0,사업보고서
삼양식품,2016,158451428139.0,8232443409.0,반기보고서
삼양식품,2016,200869746199.0,17041081592.0,사업보고서
삼양식품,2017,218388959672.0,20404840019.0,반기보고서
삼양식품,2017,240094926362.0,22915530525.0,사업보고서
삼양식품,2018,249395800370.0,31046862427.0,반기보고서
삼양식품,2018,219959966995.0,24130237330.0,사업보고서
