기업명,연도,보고서유형,평균급여,남성직원수,여성직원수,정규직수,계약직수,남성정규직수,남성계약직수,여성정규직수,여성계약직수,평균급여증감율,남성직원수증감율,여성직원수증감율,정규직수증감율,계약직수증감율,남성정규직수증감율,남성계약직수증감율,여성정규직수증감율,여성계약직수증감율
신원,2019,사업보고서,21907179.968701094,324.0,315.0,579.0,60.0,297.0,27.0,282.0,33.0,-13.69522720622971,-4.705882352941177,1.6129032258064515,-1.1945392491467577,-6.25,-2.622950819672131,-22.857142857142858,0.3558718861209964,13.793103448275861
신원,2020,반기보고서,27635.119047619046,281.0,265.0,515.0,31.0,267.0,14.0,248.0,17.0,-99.87385359919851,-13.271604938271606,-15.873015873015872,-11.053540587219343,-48.333333333333336,-10.1010101010101,-48.148148148148145,-12.056737588652481,-48.484848484848484
신원,2020,사업보고서,48160660.213675216,273.0,312.0,514.0,71.0,247.0,26.0,267.0,45.0,174173.39513424164,-2.8469750889679712,17.735849056603772,-0.1941747572815534,129.03225806451613,-7.490636704119851,85.71428571428571,7.661290322580645,164.70588235294116
신원,2021,반기보고서,27795639.37007874,287.0,348.0,584.0,51.0,268.0,19.0,316.0,32.0,-42.285593165132376,5.128205128205128,11.538461538461538,13.618677042801556,-28.169014084507044,8.502024291497975,-26.923076923076923,18.352059925093634,-28.888888888888886
신원,2021,사업보고서,23925800.293685757,298.0,383.0,609.0,72.0,276.0,22.0,333.0,50.0,-13.922468286729753,3.8327526132404177,10.057471264367816,4.280821917808219,41.17647058823529,2.9850746268656714,15.789473684210526,5.379746835443038,56.25
신원,2022,반기보고서,31790970.546984572,300.0,413.0,640.0,73.0,275.0,25.0,365.0,48.0,32.87317521986718,0.6711409395973155,7.83289817232376,5.0903119868637114,1.3888888888888888,-0.36231884057971014,13.636363636363635,9.60960960960961,-4.0
신원,2022,사업보고서,25519012.413793102,313.0,412.0,656.0,69.0,285.0,28.0,371.0,41.0,-19.72874066213866,4.333333333333334,-0.24213075060532688,2.5,-5.47945205479452,3.6363636363636362,12.0,1.643835616438356,-14.583333333333334
신원,2023,반기보고서,34822715.249662615,324.0,417.0,676.0,65.0,301.0,23.0,375.0,42.0,36.45792668230701,3.5143769968051117,1.2135922330097086,3.048780487804878,-5.797101449275362,5.614035087719298,-17.857142857142858,1.078167115902965,2.4390243902439024
신원,2023,사업보고서,24433785.714285713,320.0,422.0,660.0,82.0,291.0,29.0,369.0,53.0,-29.833772182591527,-1.2345679012345678,1.1990407673860912,-2.366863905325444,26.153846153846157,-3.322259136212625,26.08695652173913,-1.6,26.190476190476193
신원,2024,반기보고서,33995385.13513514,328.0,412.0,673.0,67.0,303.0,25.0,370.0,42.0,39.132697375090096,2.5,-2.3696682464454977,1.9696969696969695,-18.29268292682927,4.123711340206185,-13.793103448275861,0.27100271002710025,-20.754716981132077
신원,2024,사업보고서,27626187.261146497,336.0,449.0,706.0,79.0,312.0,24.0,394.0,55.0,-18.735477914635844,2.4390243902439024,8.980582524271846,4.903417533432393,17.91044776119403,2.9702970297029703,-4.0,6.486486486486487,30.952380952380953
신일전자,2016,반기보고서,20660869.56521739,105.0,10.0,115.0,0.0,105.0,0.0,10.0,0.0,,,,,,,,,
신일전자,2016,사업보고서,31153846.153846152,106.0,11.0,116.0,1.0,105.0,1.0,11.0,0.0,50.78671328671328,0.9523809523809524,10.0,0.8695652173913043,,0.0,,10.0,
신일전자,2017,반기보고서,29525000.0,108.0,12.0,118.0,2.0,106.0,2.0,12.0,0.0,-5.22839506172839,1.8867924528301887,9.090909090909092,1.7241379310344827,100.0,0.9523809523809524,100.0,9.090909090909092,
신일전자,2017,사업보고서,22325000.0,107.0,13.0,118.0,2.0,105.0,2.0,13.0,0.0,-24.386113463166808,-0.9259259259259258,8.333333333333332,0.0,0.0,-0.9433962264150944,0.0,8.333333333333332,
신일전자,2018,반기보고서,23791666.666666668,106.0,14.0,119.0,1.0,105.0,1.0,14.0,0.0,6.569615528182163,-0.9345794392523363,7.6923076923076925,0.847457627118644,-50.0,0.0,-50.0,7.6923076923076925,
신일전자,2018,사업보고서,34912698.41269841,111.0,15.0,125.0,1.0,110.0,1.0,15.0,0.0,46.743390876490686,4.716981132075472,7.142857142857142,5.042016806722689,0.0,4.761904761904762,0.0,7.142857142857142,
신일전자,2019,반기보고서,19223602.48447205,136.0,25.0,153.0,8.0,135.0,1.0,18.0,7.0,-44.9380788123783,22.52252252252252,66.66666666666666,22.400000000000002,700.0,22.727272727272727,0.0,20.0,
신일전자,2019,사업보고서,29210526.315789472,109.0,24.0,125.0,8.0,108.0,1.0,17.0,7.0,51.951364679874146,-19.852941176470587,-4.0,-18.30065359477124,0.0,-20.0,0.0,-5.555555555555555,0.0
신일전자,2020,반기보고서,28723577.235772356,102.0,21.0,113.0,10.0,98.0,4.0,15.0,6.0,-1.6670328865450816,-6.422018348623854,-12.5,-9.6,25.0,-9.25925925925926,300.0,-11.76470588235294,-14.285714285714285
신일전자,2020,사업보고서,33082706.766917292,108.0,25.0,119.0,14.0,100.0,8.0,19.0,6.0,15.176137343074641,5.88235294117647,19.047619047619047,5.3097345132743365,40.0,2.0408163265306123,100.0,26.666666666666668,0.0
신일전자,2021,반기보고서,23075342.465753425,112.0,34.0,129.0,17.0,108.0,4.0,21.0,13.0,-30.249533001245325,3.7037037037037033,36.0,8.403361344537815,21.428571428571427,8.0,-50.0,10.526315789473683,116.66666666666667
신일전자,2021,사업보고서,35896000.0,108.0,17.0,110.0,15.0,95.0,13.0,15.0,2.0,55.55998812704066,-3.571428571428571,-50.0,-14.728682170542637,-11.76470588235294,-12.037037037037036,225.0,-28.57142857142857,-84.61538461538461
신일전자,2022,반기보고서,26744186.046511628,109.0,20.0,114.0,15.0,98.0,11.0,16.0,4.0,-25.495358684779283,0.9259259259259258,17.647058823529413,3.6363636363636362,0.0,3.1578947368421053,-15.384615384615385,6.666666666666667,100.0
신일전자,2022,사업보고서,35134920.634920634,106.0,20.0,115.0,11.0,98.0,8.0,17.0,3.0,31.374051069703242,-2.7522935779816518,0.0,0.8771929824561403,-26.666666666666668,0.0,-27.27272727272727,6.25,-25.0
신일전자,2023,반기보고서,27920634.92063492,106.0,20.0,123.0,3.0,103.0,3.0,20.0,0.0,-20.53309238762141,0.0,0.0,6.956521739130435,-72.72727272727273,5.1020408163265305,-62.5,17.647058823529413,-100.0
신일전자,2023,사업보고서,30576923.076923076,107.0,23.0,127.0,3.0,104.0,3.0,23.0,0.0,9.513709712686397,0.9433962264150944,15.0,3.2520325203252036,0.0,0.9708737864077669,0.0,15.0,
신일전자,2024,반기보고서,27692307.692307692,104.0,26.0,127.0,3.0,101.0,3.0,26.0,0.0,-9.433962264150942,-2.803738317757009,13.043478260869565,0.0,0.0,-2.8846153846153846,0.0,13.043478260869565,
신일전자,2024,사업보고서,33106060.606060605,105.0,27.0,127.0,5.0,101.0,4.0,26.0,1.0,19.5496632996633,0.9615384615384616,3.8461538461538463,0.0,66.66666666666666,0.0,33.33333333333333,0.0,
신풍,2016,반기보고서,22907103.825136613,167.0,16.0,178.0,5.0,162.0,5.0,16.0,0.0,,,,,,,,,
신풍,2016,사업보고서,20948717.948717948,141.0,15.0,151.0,5.0,136.0,5.0,15.0,0.0,-8.549251321197893,-15.568862275449103,-6.25,-15.168539325842698,0.0,-16.049382716049383,0.0,-6.25,
신풍,2017,반기보고서,25705882.352941178,157.0,13.0,170.0,0.0,157.0,0.0,13.0,0.0,22.708618331053362,11.347517730496454,-13.333333333333334,12.582781456953644,-100.0,15.441176470588236,-100.0,-13.333333333333334,
신풍,2017,사업보고서,26097701.149425287,161.0,13.0,174.0,0.0,161.0,0.0,13.0,0.0,1.5242378810594628,2.547770700636943,0.0,2.3529411764705883,,2.547770700636943,,0.0,
신풍,2018,반기보고서,25691428.57142857,163.0,12.0,175.0,0.0,163.0,0.0,12.0,0.0,-1.556737030861673,1.2422360248447204,-7.6923076923076925,0.5747126436781609,,1.2422360248447204,,-7.6923076923076925,
신풍,2018,사업보고서,27440476.19047619,156.0,12.0,168.0,0.0,156.0,0.0,12.0,0.0,6.807903321470938,-4.294478527607362,0.0,-4.0,,-4.294478527607362,,0.0,
신풍,2019,반기보고서,27543859.649122808,158.0,13.0,171.0,0.0,158.0,0.0,13.0,0.0,0.37675533736728406,1.282051282051282,8.333333333333332,1.7857142857142856,,1.282051282051282,,8.333333333333332,
신풍,2019,사업보고서,33160714.285714287,155.0,13.0,168.0,0.0,155.0,0.0,13.0,0.0,20.39240218380346,-1.89873417721519,0.0,-1.7543859649122806,,-1.89873417721519,,0.0,
신풍,2020,반기보고서,26000000.0,13.0,1.0,14.0,0.0,13.0,0.0,1.0,0.0,-21.593968766828223,-91.61290322580645,-92.3076923076923,-91.66666666666666,,-91.61290322580645,,-92.3076923076923,
신풍,2020,사업보고서,28062500.0,14.0,2.0,16.0,0.0,14.0,0.0,2.0,0.0,7.9326923076923075,7.6923076923076925,100.0,14.285714285714285,,7.6923076923076925,,100.0,
신풍,2021,반기보고서,23066666.666666668,13.0,2.0,15.0,0.0,13.0,0.0,2.0,0.0,-17.80252412769116,-7.142857142857142,0.0,-6.25,,-7.142857142857142,,0.0,
신풍,2021,사업보고서,19266666.666666668,13.0,2.0,15.0,0.0,13.0,0.0,2.0,0.0,-16.473988439306357,0.0,0.0,0.0,,0.0,,0.0,
신풍,2022,반기보고서,21388888.888888888,15.0,3.0,18.0,0.0,15.0,0.0,3.0,0.0,11.0149942329873,15.384615384615385,50.0,20.0,,15.384615384615385,,50.0,
신풍,2022,사업보고서,30888888.888888888,15.0,3.0,18.0,0.0,15.0,0.0,3.0,0.0,44.41558441558442,0.0,0.0,0.0,,0.0,,0.0,
신풍,2023,반기보고서,22952380.95238095,16.0,5.0,21.0,0.0,16.0,0.0,5.0,0.0,-25.69373072970195,6.666666666666667,66.66666666666666,16.666666666666664,,6.666666666666667,,66.66666666666666,
신풍,2023,사업보고서,19285714.285714287,15.0,6.0,21.0,0.0,15.0,0.0,6.0,0.0,-15.975103734439825,-6.25,20.0,0.0,,-6.25,,20.0,
신풍,2024,반기보고서,23578947.36842105,15.0,4.0,19.0,0.0,15.0,0.0,4.0,0.0,22.261208576998033,0.0,-33.33333333333333,-9.523809523809524,,0.0,,-33.33333333333333,
신풍,2024,사업보고서,21000000.0,17.0,3.0,20.0,0.0,17.0,0.0,3.0,0.0,-10.937499999999996,13.333333333333334,-25.0,5.263157894736842,,13.333333333333334,,-25.0,
신풍제약,2016,반기보고서,24614438.42364532,573.0,239.0,768.0,44.0,572.0,1.0,196.0,43.0,,,,,,,,,
신풍제약,2016,사업보고서,28015348.045397226,562.0,231.0,783.0,10.0,561.0,1.0,222.0,9.0,13.816726440059243,-1.9197207678883073,-3.3472803347280333,1.953125,-77.27272727272727,-1.9230769230769231,0.0,13.26530612244898,-79.06976744186046
신풍제약,2017,반기보고서,28066934.83709273,561.0,237.0,788.0,10.0,560.0,1.0,228.0,9.0,0.18413760775669114,-0.1779359430604982,2.5974025974025974,0.6385696040868455,0.0,-0.17825311942959002,0.0,2.7027027027027026,0.0
신풍제약,2017,사업보고서,30776831.37254902,533.0,232.0,754.0,11.0,533.0,0.0,221.0,11.0,9.655121056806463,-4.991087344028521,-2.109704641350211,-4.314720812182741,10.0,-4.821428571428572,-100.0,-3.070175438596491,22.22222222222222
신풍제약,2018,반기보고서,28974924.479166668,534.0,234.0,757.0,11.0,534.0,0.0,223.0,11.0,-5.8547511651558075,0.18761726078799248,0.8620689655172413,0.3978779840848806,0.0,0.18761726078799248,,0.904977375565611,0.0
신풍제약,2018,사업보고서,33386019.55671447,532.0,235.0,756.0,11.0,532.0,0.0,224.0,11.0,15.223836323436963,-0.37453183520599254,0.4273504273504274,-0.13210039630118892,0.0,-0.37453183520599254,,0.4484304932735426,0.0
신풍제약,2019,반기보고서,30959005.115089513,538.0,244.0,769.0,13.0,538.0,0.0,231.0,13.0,-7.269553165815617,1.1278195488721803,3.829787234042553,1.7195767195767195,18.181818181818183,1.1278195488721803,,3.125,18.181818181818183
신풍제약,2019,사업보고서,32163448.500651892,525.0,242.0,754.0,13.0,525.0,0.0,229.0,13.0,3.890446030435679,-2.41635687732342,-0.819672131147541,-1.950585175552666,0.0,-2.41635687732342,,-0.8658008658008658,0.0
신풍제약,2020,반기보고서,32001838.082901556,533.0,239.0,754.0,18.0,529.0,4.0,225.0,14.0,-0.5024660765062573,1.5238095238095237,-1.2396694214876034,0.0,38.46153846153847,0.7619047619047619,,-1.7467248908296942,7.6923076923076925
신풍제약,2020,사업보고서,29008566.87898089,541.0,244.0,772.0,13.0,541.0,0.0,231.0,13.0,-9.353435250083207,1.5009380863039399,2.092050209205021,2.3872679045092835,-27.77777777777778,2.2684310018903595,-100.0,2.666666666666667,-7.142857142857142
신풍제약,2021,반기보고서,29877321.158690177,548.0,246.0,785.0,9.0,548.0,0.0,237.0,9.0,2.994819714236802,1.2939001848428837,0.819672131147541,1.6839378238341969,-30.76923076923077,1.2939001848428837,,2.5974025974025974,-30.76923076923077
신풍제약,2021,사업보고서,33589024.600246005,550.0,263.0,804.0,9.0,550.0,0.0,254.0,9.0,12.42314671332652,0.36496350364963503,6.910569105691057,2.420382165605096,0.0,0.36496350364963503,,7.172995780590717,0.0
신풍제약,2022,반기보고서,32358018.137847643,558.0,269.0,815.0,12.0,558.0,0.0,257.0,12.0,-3.6649068469506716,1.4545454545454546,2.2813688212927756,1.3681592039800996,33.33333333333333,1.4545454545454546,,1.1811023622047243,33.33333333333333
신풍제약,2022,사업보고서,31800319.123020705,549.0,272.0,809.0,12.0,549.0,0.0,260.0,12.0,-1.7235264917990274,-1.6129032258064515,1.1152416356877324,-0.7361963190184049,0.0,-1.6129032258064515,,1.1673151750972763,0.0
신풍제약,2023,반기보고서,33566786.48974668,546.0,283.0,816.0,13.0,546.0,0.0,270.0,13.0,5.554873081280516,-0.546448087431694,4.044117647058823,0.865265760197775,8.333333333333332,-0.546448087431694,,3.8461538461538463,8.333333333333332
신풍제약,2023,사업보고서,33189344.578313254,550.0,280.0,818.0,12.0,550.0,0.0,268.0,12.0,-1.1244505384771402,0.7326007326007326,-1.0600706713780919,0.24509803921568626,-7.6923076923076925,0.7326007326007326,,-0.7407407407407408,-7.6923076923076925
신풍제약,2024,반기보고서,34640874.551971324,548.0,289.0,827.0,10.0,548.0,0.0,279.0,10.0,4.3734818873360215,-0.36363636363636365,3.214285714285714,1.1002444987775062,-16.666666666666664,-0.36363636363636365,,4.104477611940299,-16.666666666666664
신풍제약,2024,사업보고서,32304799.278846152,544.0,288.0,821.0,11.0,544.0,0.0,277.0,11.0,-6.74369600461554,-0.7299270072992701,-0.34602076124567477,-0.7255139056831923,10.0,-0.7299270072992701,,-0.7168458781362007,10.0
신한지주,2016,반기보고서,63176870.74829932,119.0,28.0,141.0,6.0,116.0,3.0,25.0,3.0,,,,,,,,,
신한지주,2016,사업보고서,47190476.190476194,120.0,27.0,142.0,5.0,118.0,2.0,24.0,3.0,-25.304188650802196,0.8403361344537815,-3.571428571428571,0.7092198581560284,-16.666666666666664,1.7241379310344827,-33.33333333333333,-4.0,0.0
신한지주,2017,반기보고서,60978571.428571425,116.0,24.0,134.0,6.0,113.0,3.0,21.0,3.0,29.217961654894033,-3.3333333333333335,-11.11111111111111,-5.633802816901409,20.0,-4.23728813559322,50.0,-12.5,0.0
신한지주,2017,사업보고서,45839160.83916084,121.0,22.0,137.0,6.0,118.0,3.0,19.0,3.0,-24.827427463013734,4.310344827586207,-8.333333333333332,2.2388059701492535,0.0,4.424778761061947,0.0,-9.523809523809524,0.0
신한지주,2018,반기보고서,63422818.79194631,123.0,26.0,146.0,3.0,121.0,2.0,25.0,1.0,38.35946738746487,1.6528925619834711,18.181818181818183,6.569343065693431,-50.0,2.5423728813559325,-33.33333333333333,31.57894736842105,-66.66666666666666
신한지주,2018,사업보고서,62813253.01204819,137.0,29.0,152.0,14.0,124.0,13.0,28.0,1.0,-0.9611142984636938,11.38211382113821,11.538461538461538,4.10958904109589,366.66666666666663,2.479338842975207,550.0,12.0,0.0
신한지주,2019,반기보고서,74333333.33333333,145.0,32.0,157.0,20.0,127.0,18.0,30.0,2.0,18.340206515136977,5.839416058394161,10.344827586206897,3.289473684210526,42.857142857142854,2.4193548387096775,38.46153846153847,7.142857142857142,100.0
신한지주,2019,사업보고서,51575581.39534884,143.0,29.0,152.0,20.0,125.0,18.0,27.0,2.0,-30.615809782041914,-1.3793103448275863,-9.375,-3.1847133757961785,0.0,-1.574803149606299,0.0,-10.0,0.0
신한지주,2020,반기보고서,79517857.14285715,137.0,31.0,151.0,17.0,121.0,16.0,30.0,1.0,54.1773354590399,-4.195804195804196,6.896551724137931,-0.6578947368421052,-15.0,-3.2,-11.11111111111111,11.11111111111111,-50.0
신한지주,2020,사업보고서,61071856.28742515,134.0,33.0,150.0,17.0,118.0,16.0,32.0,1.0,-23.197306263287484,-2.18978102189781,6.451612903225806,-0.6622516556291391,0.0,-2.479338842975207,0.0,6.666666666666667,0.0
신한지주,2021,반기보고서,86964705.88235295,136.0,34.0,153.0,17.0,120.0,16.0,33.0,1.0,42.39735152811983,1.4925373134328357,3.0303030303030303,2.0,0.0,1.694915254237288,0.0,3.125,0.0
신한지주,2021,사업보고서,74557377.04918033,147.0,36.0,165.0,18.0,131.0,16.0,34.0,2.0,-14.267085373642757,8.088235294117647,5.88235294117647,7.8431372549019605,5.88235294117647,9.166666666666666,0.0,3.0303030303030303,100.0
신한지주,2022,반기보고서,88878306.87830688,146.0,43.0,169.0,20.0,132.0,14.0,37.0,6.0,19.20793138910993,-0.6802721088435374,19.444444444444446,2.4242424242424243,11.11111111111111,0.7633587786259541,-12.5,8.823529411764707,200.0
신한지주,2022,사업보고서,76447368.42105263,145.0,45.0,171.0,19.0,132.0,13.0,39.0,6.0,-13.986470820461081,-0.684931506849315,4.651162790697675,1.183431952662722,-5.0,0.0,-7.142857142857142,5.405405405405405,0.0
신한지주,2023,반기보고서,97805263.15789473,144.0,46.0,173.0,17.0,132.0,12.0,41.0,5.0,27.938037865748694,-0.6896551724137931,2.2222222222222223,1.1695906432748537,-10.526315789473683,0.0,-7.6923076923076925,5.128205128205128,-16.666666666666664
신한지주,2023,사업보고서,75584210.5263158,143.0,47.0,173.0,17.0,132.0,11.0,41.0,6.0,-22.719690039283208,-0.6944444444444444,2.1739130434782608,0.0,0.0,0.0,-8.333333333333332,0.0,20.0
신한지주,2024,반기보고서,85852459.01639344,135.0,48.0,173.0,10.0,127.0,8.0,46.0,2.0,13.585176611062966,-5.594405594405594,2.127659574468085,0.0,-41.17647058823529,-3.787878787878788,-27.27272727272727,12.195121951219512,-66.66666666666666
신한지주,2024,사업보고서,83145945.94594595,137.0,48.0,175.0,10.0,129.0,8.0,46.0,2.0,-3.1525166564311027,1.4814814814814816,0.0,1.1560693641618496,0.0,1.574803149606299,0.0,0.0,0.0
신흥,2016,반기보고서,18815178.78787879,271.0,59.0,308.0,22.0,260.0,11.0,48.0,11.0,,,,,,,,,
신흥,2016,사업보고서,19525155.963302754,263.0,64.0,307.0,20.0,254.0,9.0,53.0,11.0,3.773427738466934,-2.952029520295203,8.47457627118644,-0.3246753246753247,-9.090909090909092,-2.307692307692308,-18.181818181818183,10.416666666666668,0.0
신흥,2017,반기보고서,19326513.931888543,255.0,68.0,303.0,20.0,245.0,10.0,58.0,10.0,-1.0173646335402167,-3.041825095057034,6.25,-1.3029315960912053,0.0,-3.543307086614173,11.11111111111111,9.433962264150944,-9.090909090909092
신흥,2017,사업보고서,19840699.05956113,248.0,71.0,298.0,21.0,240.0,8.0,58.0,13.0,2.660516684409321,-2.7450980392156863,4.411764705882353,-1.65016501650165,5.0,-2.0408163265306123,-20.0,0.0,30.0
신흥,2018,반기보고서,21325935.69131833,246.0,65.0,291.0,20.0,238.0,8.0,53.0,12.0,7.48580797127444,-0.8064516129032258,-8.450704225352112,-2.348993288590604,-4.761904761904762,-0.8333333333333334,0.0,-8.620689655172415,-7.6923076923076925
신흥,2018,사업보고서,20124483.766233765,245.0,63.0,293.0,15.0,239.0,6.0,54.0,9.0,-5.633759486453245,-0.40650406504065045,-3.076923076923077,0.6872852233676976,-25.0,0.42016806722689076,-25.0,1.8867924528301887,-25.0
신흥,2019,반기보고서,21966508.25082508,241.0,62.0,286.0,17.0,235.0,6.0,51.0,11.0,9.15315148447182,-1.6326530612244898,-1.5873015873015872,-2.3890784982935154,13.333333333333334,-1.6736401673640167,0.0,-5.555555555555555,22.22222222222222
신흥,2019,사업보고서,19615614.8409894,223.0,60.0,270.0,13.0,218.0,5.0,52.0,8.0,-10.70217161048971,-7.468879668049793,-3.225806451612903,-5.594405594405594,-23.52941176470588,-7.234042553191489,-16.666666666666664,1.9607843137254901,-27.27272727272727
신흥,2020,반기보고서,22822017.85714286,223.0,57.0,271.0,9.0,218.0,5.0,53.0,4.0,16.34617646270898,0.0,-5.0,0.3703703703703704,-30.76923076923077,0.0,0.0,1.9230769230769231,-50.0
신흥,2020,사업보고서,22055105.263157893,211.0,55.0,258.0,8.0,206.0,5.0,52.0,3.0,-3.3604065985117795,-5.381165919282512,-3.508771929824561,-4.797047970479705,-11.11111111111111,-5.5045871559633035,0.0,-1.8867924528301887,-25.0
신흥,2021,반기보고서,24250217.391304348,199.0,54.0,243.0,10.0,194.0,5.0,49.0,5.0,9.952852647741816,-5.687203791469194,-1.8181818181818181,-5.813953488372093,25.0,-5.825242718446602,0.0,-5.769230769230769,66.66666666666666
신흥,2021,사업보고서,21639616.033755273,181.0,56.0,221.0,16.0,175.0,6.0,46.0,10.0,-10.765269916653141,-9.045226130653267,3.7037037037037033,-9.053497942386832,60.0,-9.793814432989691,20.0,-6.122448979591836,100.0
신흥,2022,반기보고서,27772285.02415459,155.0,52.0,193.0,14.0,151.0,4.0,42.0,10.0,28.34000834780557,-14.3646408839779,-7.142857142857142,-12.669683257918551,-12.5,-13.714285714285715,-33.33333333333333,-8.695652173913043,0.0
신흥,2022,사업보고서,26401165.13761468,161.0,57.0,199.0,19.0,157.0,4.0,42.0,15.0,-4.937007831179163,3.870967741935484,9.615384615384617,3.1088082901554404,35.714285714285715,3.9735099337748347,0.0,0.0,50.0
신흥,2023,반기보고서,26837882.629107982,160.0,53.0,198.0,15.0,157.0,3.0,41.0,12.0,1.6541599176283943,-0.6211180124223602,-7.017543859649122,-0.5025125628140703,-21.052631578947366,0.0,-25.0,-2.380952380952381,-20.0
신흥,2023,사업보고서,26829081.730769232,153.0,55.0,193.0,15.0,151.0,2.0,42.0,13.0,-0.03279281924127903,-4.375,3.7735849056603774,-2.525252525252525,0.0,-3.821656050955414,-33.33333333333333,2.4390243902439024,8.333333333333332
신흥,2024,반기보고서,27764455.81395349,156.0,59.0,200.0,15.0,154.0,2.0,46.0,13.0,3.4864185534591483,1.9607843137254901,7.2727272727272725,3.6269430051813467,0.0,1.9867549668874174,0.0,9.523809523809524,0.0
신흥,2024,사업보고서,27897985.91549296,157.0,56.0,199.0,14.0,156.0,1.0,43.0,13.0,0.4809390194219563,0.641025641025641,-5.084745762711865,-0.5,-6.666666666666667,1.2987012987012987,-50.0,-6.521739130434782,0.0
쌍방울,2016,반기보고서,15085614.976683937,208.0,178.0,380.0,6.0,204.0,4.0,176.0,2.0,,,,,,,,,
쌍방울,2016,사업보고서,15833688.142061282,194.0,165.0,359.0,0.0,194.0,0.0,165.0,0.0,4.958850975141243,-6.730769230769231,-7.303370786516854,-5.526315789473684,-100.0,-4.901960784313726,-100.0,-6.25,-100.0
쌍방울,2017,반기보고서,16924680.746753246,170.0,138.0,308.0,0.0,170.0,0.0,138.0,0.0,6.8903252034742595,-12.371134020618557,-16.363636363636363,-14.206128133704734,,-12.371134020618557,,-16.363636363636363,
쌍방울,2017,사업보고서,11314324.606557377,140.0,104.0,244.0,0.0,140.0,0.0,104.0,0.0,-33.14896289120334,-17.647058823529413,-24.637681159420293,-20.77922077922078,,-17.647058823529413,,-24.637681159420293,
쌍방울,2018,반기보고서,18791794.96097561,124.0,81.0,205.0,0.0,124.0,0.0,81.0,0.0,66.08852595659629,-11.428571428571429,-22.115384615384613,-15.983606557377051,,-11.428571428571429,,-22.115384615384613,
쌍방울,2018,사업보고서,10870167.2,119.0,76.0,195.0,0.0,119.0,0.0,76.0,0.0,-42.15471580775669,-4.032258064516129,-6.172839506172839,-4.878048780487805,,-4.032258064516129,,-6.172839506172839,
쌍방울,2019,반기보고서,17851747.457711443,124.0,77.0,201.0,0.0,124.0,0.0,77.0,0.0,64.22698132657467,4.201680672268908,1.3157894736842104,3.076923076923077,,4.201680672268908,,1.3157894736842104,
쌍방울,2019,사업보고서,18850090.233830847,122.0,79.0,201.0,0.0,122.0,0.0,79.0,0.0,5.592409250043183,-1.6129032258064515,2.5974025974025974,0.0,,-1.6129032258064515,,2.5974025974025974,
쌍방울,2020,반기보고서,19542850.565,124.0,76.0,199.0,1.0,124.0,0.0,75.0,1.0,3.6751035277583757,1.639344262295082,-3.79746835443038,-0.9950248756218906,,1.639344262295082,,-5.063291139240507,
쌍방울,2020,사업보고서,9868068.768518519,140.0,76.0,215.0,1.0,140.0,0.0,75.0,1.0,-49.50547907176039,12.903225806451612,0.0,8.040201005025125,0.0,12.903225806451612,,0.0,0.0
쌍방울,2021,반기보고서,18642448.1826484,134.0,85.0,219.0,0.0,134.0,0.0,85.0,0.0,88.91688556247435,-4.285714285714286,11.842105263157894,1.8604651162790697,-100.0,-4.285714285714286,,13.333333333333334,-100.0
쌍방울,2021,사업보고서,19181933.05381166,133.0,90.0,223.0,0.0,133.0,0.0,90.0,0.0,2.893852062120178,-0.7462686567164178,5.88235294117647,1.82648401826484,,-0.7462686567164178,,5.88235294117647,
쌍방울,2022,반기보고서,20389273.28110599,126.0,91.0,217.0,0.0,126.0,0.0,91.0,0.0,6.294153065321129,-5.263157894736842,1.1111111111111112,-2.690582959641256,,-5.263157894736842,,1.1111111111111112,
쌍방울,2022,사업보고서,20355012.48372093,126.0,89.0,215.0,0.0,126.0,0.0,89.0,0.0,-0.16803344048956995,0.0,-2.197802197802198,-0.9216589861751152,,0.0,,-2.197802197802198,
쌍방울,2023,반기보고서,18878558.082644626,139.0,103.0,242.0,0.0,139.0,0.0,103.0,0.0,-7.253517541475876,10.317460317460316,15.730337078651685,12.558139534883722,,10.317460317460316,,15.730337078651685,
쌍방울,2023,사업보고서,20722800.599118944,127.0,100.0,227.0,0.0,127.0,0.0,100.0,0.0,9.76897975152965,-8.633093525179856,-2.912621359223301,-6.198347107438017,,-8.633093525179856,,-2.912621359223301,
쌍방울,2024,반기보고서,19898213.63761468,124.0,94.0,218.0,0.0,124.0,0.0,94.0,0.0,-3.979128967439488,-2.3622047244094486,-6.0,-3.9647577092511015,,-2.3622047244094486,,-6.0,
쌍방울,2024,사업보고서,23400425.23529412,99.0,71.0,170.0,0.0,99.0,0.0,71.0,0.0,17.600633209902913,-20.161290322580644,-24.46808510638298,-22.018348623853214,,-20.161290322580644,,-24.46808510638298,
써니전자,2016,반기보고서,18873350.64935065,48.0,29.0,77.0,0.0,48.0,0.0,29.0,0.0,,,,,,,,,
써니전자,2016,사업보고서,22142818.181818184,48.0,29.0,77.0,0.0,48.0,0.0,29.0,0.0,17.323196040868456,0.0,0.0,0.0,,0.0,,0.0,
써니전자,2017,반기보고서,19306435.897435896,49.0,29.0,78.0,0.0,49.0,0.0,29.0,0.0,-12.809490919774996,2.083333333333333,0.0,1.2987012987012987,,2.083333333333333,,0.0,
써니전자,2017,사업보고서,12271710.144927537,42.0,27.0,69.0,0.0,42.0,0.0,27.0,0.0,-36.43720565452812,-14.285714285714285,-6.896551724137931,-11.538461538461538,,-14.285714285714285,,-6.896551724137931,
